timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2024-06-13T00:00:00.000Z";"2024-06-13T23:59:59.999Z";"2024-06-13T08:47:00.000Z";"2024-06-13T15:45:00.000Z";"2781";0.1704897682;0.1738631443;0.1626070372;0.1659633576;69924832.52;3969218170.12;"2024-06-13T23:59:59.999Z"
"2024-06-12T00:00:00.000Z";"2024-06-12T23:59:59.999Z";"2024-06-12T15:10:00.000Z";"2024-06-12T01:49:00.000Z";"2781";0.1639341872;0.1803056344;0.1608402471;0.1704998476;115097248.9;4076111269.55;"2024-06-12T23:59:59.999Z"
"2024-06-11T00:00:00.000Z";"2024-06-11T23:59:59.999Z";"2024-06-11T20:00:00.000Z";"2024-06-11T15:53:00.000Z";"2781";0.1621737751;0.1657773354;0.1552696765;0.163930764;79837750.98;3917589187.68;"2024-06-11T23:59:59.999Z"
"2024-06-10T00:00:00.000Z";"2024-06-10T23:59:59.999Z";"2024-06-10T01:49:00.000Z";"2024-06-10T07:52:00.000Z";"2781";0.1688373452;0.1698150986;0.1603688034;0.1621791229;67317266.86;3874272700.62;"2024-06-10T23:59:59.999Z"
"2024-06-09T00:00:00.000Z";"2024-06-09T23:59:59.999Z";"2024-06-09T23:35:00.000Z";"2024-06-09T00:05:00.000Z";"2781";0.1564427089;0.1692469349;0.1555019483;0.1688215163;71540065.99;4031437548.67;"2024-06-09T23:59:59.999Z"
"2024-06-08T00:00:00.000Z";"2024-06-08T23:59:59.999Z";"2024-06-08T04:29:00.000Z";"2024-06-08T22:20:00.000Z";"2781";0.1629652028;0.1697040019;0.1559055405;0.1564825896;66017703.85;3735382354.56;"2024-06-08T23:59:59.999Z"
"2024-06-07T00:00:00.000Z";"2024-06-07T23:59:59.999Z";"2024-06-07T01:01:00.000Z";"2024-06-07T18:18:00.000Z";"2781";0.1722508881;0.178098318;0.1529510471;0.1629669261;121658490.43;3888716279.36;"2024-06-07T23:59:59.999Z"
"2024-06-06T00:00:00.000Z";"2024-06-06T23:59:59.999Z";"2024-06-06T09:01:00.000Z";"2024-06-06T23:40:00.000Z";"2781";0.1781519628;0.1836793144;0.1711451568;0.1722529929;71940203.49;4108761390.78;"2024-06-06T23:59:59.999Z"
"2024-06-05T00:00:00.000Z";"2024-06-05T23:59:59.999Z";"2024-06-05T12:02:00.000Z";"2024-06-05T02:37:00.000Z";"2781";0.1803688318;0.1918603861;0.1750116659;0.1781519628;157744611.21;4247850728.17;"2024-06-05T23:59:59.999Z"
"2024-06-04T00:00:00.000Z";"2024-06-04T23:59:59.999Z";"2024-06-04T22:55:00.000Z";"2024-06-04T04:27:00.000Z";"2781";0.1690828907;0.180830842;0.1661104019;0.1803688318;164245658.82;4299052152.47;"2024-06-04T23:59:59.999Z"
"2024-06-03T00:00:00.000Z";"2024-06-03T23:59:59.999Z";"2024-06-03T22:21:00.000Z";"2024-06-03T04:47:00.000Z";"2781";0.147366557;0.1762468752;0.1443420404;0.1690828907;165152308.73;4028444282.52;"2024-06-03T23:59:59.999Z"
"2024-06-02T00:00:00.000Z";"2024-06-02T23:59:59.999Z";"2024-06-02T23:46:00.000Z";"2024-06-02T00:05:00.000Z";"2781";0.1376087194;0.1478898501;0.137446646;0.1473657597;48413573.66;3509629718.13;"2024-06-02T23:59:59.999Z"
"2024-06-01T00:00:00.000Z";"2024-06-01T23:59:59.999Z";"2024-06-01T19:50:00.000Z";"2024-06-01T02:58:00.000Z";"2781";0.1373397194;0.1384398336;0.1370290201;0.1376087194;18520219.81;3275946996.19;"2024-06-01T23:59:59.999Z"
"2024-05-31T00:00:00.000Z";"2024-05-31T23:59:59.999Z";"2024-05-31T12:47:00.000Z";"2024-05-31T16:23:00.000Z";"2781";0.1387152917;0.1392422389;0.1351863442;0.1373397194;27211777.89;3268237136.41;"2024-05-31T23:59:59.999Z"
"2024-05-30T00:00:00.000Z";"2024-05-30T23:59:59.999Z";"2024-05-30T17:43:00.000Z";"2024-05-30T08:16:00.000Z";"2781";0.1373345769;0.1409340393;0.1335177068;0.1387152917;52515581.24;3299653055.79;"2024-05-30T23:59:59.999Z"
"2024-05-29T00:00:00.000Z";"2024-05-29T23:59:59.999Z";"2024-05-29T04:20:00.000Z";"2024-05-29T20:37:00.000Z";"2781";0.1393148751;0.1405505059;0.1368515066;0.1373345017;27270696.84;3265500084.62;"2024-05-29T23:59:59.999Z"
"2024-05-28T00:00:00.000Z";"2024-05-28T23:59:59.999Z";"2024-05-28T00:13:00.000Z";"2024-05-28T18:46:00.000Z";"2781";0.1431041865;0.1439342147;0.1382697786;0.1393148751;34152166.22;3311265379.05;"2024-05-28T23:59:59.999Z"
"2024-05-27T00:00:00.000Z";"2024-05-27T23:59:59.999Z";"2024-05-27T22:54:00.000Z";"2024-05-27T10:11:00.000Z";"2781";0.1389162097;0.1435955651;0.1368794252;0.1431041865;38429614.58;3399974059.05;"2024-05-27T23:59:59.999Z"
"2024-05-26T00:00:00.000Z";"2024-05-26T23:59:59.999Z";"2024-05-26T01:34:00.000Z";"2024-05-26T03:25:00.000Z";"2781";0.1407796389;0.1418988561;0.1367586185;0.1389162097;33357713.1;3299149146.79;"2024-05-26T23:59:59.999Z"
"2024-05-25T00:00:00.000Z";"2024-05-25T23:59:59.999Z";"2024-05-25T23:58:00.000Z";"2024-05-25T03:01:00.000Z";"2781";0.1322443837;0.1408110373;0.1309609748;0.1407796389;25823502.32;3342069131.61;"2024-05-25T23:59:59.999Z"
"2024-05-24T00:00:00.000Z";"2024-05-24T23:59:59.999Z";"2024-05-24T18:19:00.000Z";"2024-05-24T08:36:00.000Z";"2781";0.134124362;0.1347509979;0.1294425081;0.1322443837;31764963.76;3138188734.15;"2024-05-24T23:59:59.999Z"
"2024-05-23T00:00:00.000Z";"2024-05-23T23:59:59.999Z";"2024-05-23T07:44:00.000Z";"2024-05-23T20:08:00.000Z";"2781";0.1367996867;0.1424858339;0.130431582;0.134124362;56738570.24;3181520619.35;"2024-05-23T23:59:59.999Z"
"2024-05-22T00:00:00.000Z";"2024-05-22T23:59:59.999Z";"2024-05-22T16:18:00.000Z";"2024-05-22T05:10:00.000Z";"2781";0.1334930634;0.1417369183;0.1305153294;0.1367996867;61322918.34;3243681677.32;"2024-05-22T23:59:59.999Z"
"2024-05-21T00:00:00.000Z";"2024-05-21T23:59:59.999Z";"2024-05-21T10:32:00.000Z";"2024-05-21T02:56:00.000Z";"2781";0.1288633338;0.1353483403;0.1269005001;0.1334930634;54163360.34;3164004533.17;"2024-05-21T23:59:59.999Z"
"2024-05-20T00:00:00.000Z";"2024-05-20T23:59:59.999Z";"2024-05-20T20:02:00.000Z";"2024-05-20T01:40:00.000Z";"2781";0.1220063221;0.1298938539;0.1210551354;0.1288671318;31619612.82;3053052662.79;"2024-05-20T23:59:59.999Z"
"2024-05-19T00:00:00.000Z";"2024-05-19T23:59:59.999Z";"2024-05-19T03:49:00.000Z";"2024-05-19T20:04:00.000Z";"2781";0.1240312982;0.1245336908;0.1214397378;0.1220063221;18425977.17;2889435186.81;"2024-05-19T23:59:59.999Z"
"2024-05-18T00:00:00.000Z";"2024-05-18T23:59:59.999Z";"2024-05-18T22:34:00.000Z";"2024-05-18T06:31:00.000Z";"2781";0.1220856067;0.1241172803;0.1212900648;0.1240310203;17389138.78;2936212836.47;"2024-05-18T23:59:59.999Z"
"2024-05-17T00:00:00.000Z";"2024-05-17T23:59:59.999Z";"2024-05-17T15:58:00.000Z";"2024-05-17T06:22:00.000Z";"2781";0.120211683;0.1247703878;0.1201547249;0.1220856067;24332849.11;2888989561.56;"2024-05-17T23:59:59.999Z"
"2024-05-16T00:00:00.000Z";"2024-05-16T23:59:59.999Z";"2024-05-16T08:16:00.000Z";"2024-05-16T17:31:00.000Z";"2781";0.1221327023;0.1240636983;0.1180284197;0.120211683;25338909.59;2843499767.14;"2024-05-16T23:59:59.999Z"
"2024-05-15T00:00:00.000Z";"2024-05-15T23:59:59.999Z";"2024-05-15T21:40:00.000Z";"2024-05-15T00:50:00.000Z";"2781";0.112994968;0.1232373014;0.1125138689;0.1221302669;39303724.64;2887786778.27;"2024-05-15T23:59:59.999Z"
"2024-05-14T00:00:00.000Z";"2024-05-14T23:59:59.999Z";"2024-05-14T00:01:00.000Z";"2024-05-14T17:34:00.000Z";"2781";0.1171081411;0.117120875;0.1123619921;0.112994968;36628561.15;2670650868.7;"2024-05-14T23:59:59.999Z"
"2024-05-13T00:00:00.000Z";"2024-05-13T23:59:59.999Z";"2024-05-13T00:31:00.000Z";"2024-05-13T04:46:00.000Z";"2781";0.1222753705;0.1231814399;0.113828185;0.1171081411;48007969.93;2766749306.61;"2024-05-13T23:59:59.999Z"
"2024-05-12T00:00:00.000Z";"2024-05-12T23:59:59.999Z";"2024-05-12T12:27:00.000Z";"2024-05-12T07:56:00.000Z";"2781";0.1218317974;0.1247038218;0.1199903565;0.1222753705;25041169.24;2887665328.11;"2024-05-12T23:59:59.999Z"
"2024-05-11T00:00:00.000Z";"2024-05-11T23:59:59.999Z";"2024-05-11T05:38:00.000Z";"2024-05-11T22:26:00.000Z";"2781";0.1238304229;0.1287981523;0.1215898749;0.1218320492;39749299.23;2876035731.88;"2024-05-11T23:59:59.999Z"
"2024-05-10T00:00:00.000Z";"2024-05-10T23:59:59.999Z";"2024-05-10T11:58:00.000Z";"2024-05-10T18:43:00.000Z";"2781";0.1240069925;0.1327805746;0.1203180014;0.1238304229;71556916.52;2922041268.06;"2024-05-10T23:59:59.999Z"
"2024-05-09T00:00:00.000Z";"2024-05-09T23:59:59.999Z";"2024-05-09T16:34:00.000Z";"2024-05-09T00:01:00.000Z";"2781";0.1183911226;0.12492431;0.1181631322;0.1240060166;68079305.12;2925023727.84;"2024-05-09T23:59:59.999Z"
"2024-05-08T00:00:00.000Z";"2024-05-08T23:59:59.999Z";"2024-05-08T18:58:00.000Z";"2024-05-08T09:37:00.000Z";"2781";0.1122484596;0.1243569461;0.1101982484;0.1183911226;78285451.53;2791433288.72;"2024-05-08T23:59:59.999Z"
"2024-05-07T00:00:00.000Z";"2024-05-07T23:59:59.999Z";"2024-05-07T21:36:00.000Z";"2024-05-07T00:22:00.000Z";"2781";0.1102742188;0.1156293024;0.1096988793;0.1122484596;39317737.93;2645536585.59;"2024-05-07T23:59:59.999Z"
"2024-05-06T00:00:00.000Z";"2024-05-06T23:59:59.999Z";"2024-05-06T09:08:00.000Z";"2024-05-06T03:16:00.000Z";"2781";0.1079685268;0.1132040159;0.1071640904;0.1102742188;37912598.29;2597958552.1;"2024-05-06T23:59:59.999Z"
"2024-05-05T00:00:00.000Z";"2024-05-05T23:59:59.999Z";"2024-05-05T00:29:00.000Z";"2024-05-05T13:10:00.000Z";"2781";0.1108257114;0.1108631943;0.1070856374;0.1079687165;27566540.29;2542606737.44;"2024-05-05T23:59:59.999Z"
"2024-05-04T00:00:00.000Z";"2024-05-04T23:59:59.999Z";"2024-05-04T11:47:00.000Z";"2024-05-04T10:20:00.000Z";"2781";0.1122622958;0.1144552261;0.1092701873;0.1108257114;38729640.79;2608777741.59;"2024-05-04T23:59:59.999Z"
"2024-05-03T00:00:00.000Z";"2024-05-03T23:59:59.999Z";"2024-05-03T23:36:00.000Z";"2024-05-03T08:07:00.000Z";"2781";0.1071136029;0.1128388512;0.1037525015;0.1122630192;41226693.92;2641460967.97;"2024-05-03T23:59:59.999Z"
"2024-05-02T00:00:00.000Z";"2024-05-02T23:59:59.999Z";"2024-05-02T00:00:00.000Z";"2024-05-02T01:41:00.000Z";"2781";0.109123804;0.1091257729;0.1060274366;0.1071136029;32648689.31;2519235135.54;"2024-05-02T23:59:59.999Z"
"2024-05-01T00:00:00.000Z";"2024-05-01T23:59:59.999Z";"2024-05-01T18:57:00.000Z";"2024-05-01T08:25:00.000Z";"2781";0.1100525805;0.1117356317;0.1013013158;0.109123804;53423413.63;2565417699.26;"2024-05-01T23:59:59.999Z"
